Cell,Pack Voltage (V),SMod,S,Pack Current (A),P,MCnt,Pack Power (kW),Pack Energy (kWh),Total Pack Weight (kg),Cell Weight (kg),Total Wall Weight (kg),Grav Energy Density (Wh/kg),Grav Power Density (W/kg),Pack Length (mm),Pack Width (mm),Pack Height (mm),Total Wall Volume (mm³)
GRP48B5140,414.40000000000003,28,112,240.0,1.0,4,99.45600000000002,2.52784,18.7266932176,16.352,2.3746932176,0.13498592467057918,5.310921626383444,128.79999999999998,458.0,139.0,876270.56
GRP48B5140,407.0,22,110,240.0,1.0,5,97.68,2.4827,18.582942629399998,16.06,2.5229426293999997,0.13360101516280476,5.256433383454613,101.19999999999999,572.5,139.0,930975.1399999999
GRP48B5140,421.79999999999995,19,114,240.0,1.0,6,101.23199999999999,2.5729799999999994,19.4058709718,16.644,2.7618709718,0.1325877103758431,5.216565654131533,87.39999999999999,687.0,139.0,1019140.5800000001
GRP48B5140,414.40000000000003,16,112,240.0,1.0,7,99.45600000000002,2.52784,19.2740765242,16.352,2.9220765242,0.1311523276783774,5.16009158078862,73.6,801.5,139.0,1078257.02
GRP48B5140,414.40000000000003,14,112,240.0,1.0,8,99.45600000000002,2.52784,19.4645083868,16.352,3.1125083868,0.12986919318826842,5.109607600849906,64.39999999999999,916.0,139.0,1148527.08
GRP48B5140,399.6,27,108,240.0,1.0,4,95.904,2.43756,18.0862259774,15.768,2.3182259773999996,0.13477438593578897,5.302598790916288,124.19999999999999,458.0,139.0,855433.94
GRP48B5140,388.5,21,105,240.0,1.0,5,93.24,2.36985,17.783354924199998,15.33,2.4533549241999992,0.1332622561997598,5.243105161957762,96.6,572.5,139.0,905297.0199999998
GRP48B5140,399.6,18,108,240.0,1.0,6,95.904,2.43756,18.4471628016,15.768,2.6791628016,0.13213739295392243,5.19884824736744,82.8,687.0,139.0,988620.96
GRP48B5140,388.5,15,105,240.0,1.0,7,93.24,2.36985,18.156247889,15.33,2.826247889,0.13052531638080236,5.135422283834847,69.0,801.5,139.0,1042895.9
GRP48B5140,384.8,13,104,240.0,1.0,8,92.352,2.34728,18.1875592866,15.184,3.0035592866,0.12905964802706646,5.077756643687861,59.8,916.0,139.0,1108324.46
GRP48B5140,518.0,28,140,240.0,1.0,5,124.32,3.1598,23.3804688606,20.44,2.9404688605999993,0.13514699037215594,5.31725863759302,128.79999999999998,572.5,139.0,1085043.8599999999
GRP48B5140,510.6,23,138,240.0,1.0,6,122.544,3.11466,23.2407036526,20.148,3.0927036526,0.13401745689621383,5.272817976244479,105.8,687.0,139.0,1141219.06
GRP48B5140,518.0,20,140,240.0,1.0,7,124.32,3.1598,23.745391065,20.44,3.305391065,0.13307003415317306,5.2355423273379555,92.0,801.5,139.0,1219701.5
GRP48B5140,503.20000000000005,17,136,240.0,1.0,8,120.76800000000001,3.0695200000000002,23.2953556874,19.856,3.439355687399999,0.13176532014320105,5.184209317109549,78.19999999999999,916.0,139.0,1269134.9399999997
GRP48B5140,499.5,27,135,240.0,1.0,5,119.88,3.04695,22.5808811554,19.71,2.8708811553999993,0.13493494691509642,5.308915944200514,124.19999999999999,572.5,139.0,1059365.7399999998
GRP48B5140,488.40000000000003,22,132,240.0,1.0,6,117.21600000000001,2.97924,22.2819954824,19.272,3.0099954824,0.13370615761740137,5.260570135766613,101.19999999999999,687.0,139.0,1110699.44
GRP48B5140,492.09999999999997,19,133,240.0,1.0,7,118.10399999999998,3.00181,22.627562429799998,19.418,3.2095624297999996,0.13266166027882362,5.219475158511092,87.39999999999999,801.5,139.0,1184340.38
GRP48B5140,473.6,16,128,240.0,1.0,8,113.664,2.88896,22.018406587199998,18.688,3.3304065871999993,0.1312065879317282,5.162226410428651,73.6,916.0,139.0,1228932.3199999998
GRP48B5140,621.6,28,168,240.0,1.0,6,149.184,3.79176,28.0342445036,24.528,3.5062445035999996,0.13525458121452438,5.321491719915714,128.79999999999998,687.0,139.0,1293817.16
GRP48B5140,621.6000000000001,24,168,240.0,1.0,7,149.18400000000003,3.791760000000001,28.216705605799998,24.528,3.6887056057999996,0.13437996812854713,5.287080713254313,110.39999999999999,801.5,139.0,1361145.98
GRP48B5140,621.6,21,168,240.0,1.0,8,149.184,3.79176,28.4031520882,24.528,3.8751520881999997,0.1334978592596163,5.25237479054228,96.6,916.0,139.0,1429945.42
GRP48B5140,592.0,32,160,240.0,1.0,5,142.08,3.6112,26.5788196814,23.36,3.2188196813999994,0.1358675834099261,5.34560983907906,147.2,572.5,139.0,1187756.3399999999
GRP48B5140,599.4000000000001,27,162,240.0,1.0,6,143.85600000000002,3.6563400000000006,27.075536333400002,23.652,3.4235363334,0.1350422002717483,5.313135748396654,124.19999999999999,687.0,139.0,1263297.54
GRP48B5140,595.7,23,161,240.0,1.0,7,142.968,3.6337700000000006,27.0988769706,23.506,3.5928769705999994,0.13409301071562246,5.275790585532686,105.8,801.5,139.0,1325784.8599999999
GRP48B5140,592.0,20,160,240.0,1.0,8,142.08,3.6112,27.126202988,23.36,3.766202988,0.133125893129883,5.237740057569167,92.0,916.0,139.0,1389742.8
GRP49B5140,414.40000000000003,28,112,240.0,1.0,4,99.45600000000002,2.59,19.2090645812,16.8,2.4090645812,0.1348321772281845,5.177555605562286,131.6,458.0,139.0,888953.72
GRP49B5140,407.0,22,110,240.0,1.0,5,97.68,2.54375,19.0562237058,16.5,2.5562237058000004,0.13348657316747273,5.125884409630953,103.4,572.5,139.0,943255.9800000001
GRP49B5140,421.79999999999995,19,114,240.0,1.0,6,101.23199999999999,2.6362499999999995,19.8960330421,17.1,2.7960330421,0.13250128779047035,5.0880494511540615,89.3,687.0,139.0,1031746.51
GRP49B5140,414.40000000000003,16,112,240.0,1.0,7,99.45600000000002,2.59,19.7554082234,16.8,2.9554082234,0.13110333994172704,5.034368253762319,75.2,801.5,139.0,1090556.54
GRP49B5140,414.40000000000003,14,112,240.0,1.0,8,99.45600000000002,2.59,19.945666808600002,16.8,3.1456668085999997,0.12985276575878957,4.9863462051375205,65.8,916.0,139.0,1160762.66
GRP49B5140,399.6,27,108,240.0,1.0,4,95.904,2.4975,18.5513697923,16.2,2.3513697923,0.1346261773638204,5.169645210770703,126.9,458.0,139.0,867664.13
GRP49B5140,388.5,21,105,240.0,1.0,5,93.24,2.428125,18.2351232244,15.75,2.4851232244,0.1331564898202049,5.113209209095867,98.7,572.5,139.0,917019.64
GRP49B5140,399.6,18,108,240.0,1.0,6,95.904,2.4975,18.9115268682,16.2,2.7115268681999996,0.13206231402709115,5.0711928586403,84.60000000000001,687.0,139.0,1000563.4199999999
GRP49B5140,388.5,15,105,240.0,1.0,7,93.24,2.428125,18.607496357,15.75,2.8574963569999996,0.13049176275058402,5.010883689622426,70.5,801.5,139.0,1054426.7
GRP49B5140,384.8,13,104,240.0,1.0,8,92.352,2.405,18.634349249699998,15.6,3.0343492496999995,0.12906273075453487,4.95600886097414,61.1,916.0,139.0,1119686.0699999998
GRP49B5140,518.0,28,140,240.0,1.0,5,124.32,3.2375,23.9828265942,21.0,2.9828265942,0.13499242832297992,5.183709247602429,131.6,572.5,139.0,1100674.02
GRP49B5140,510.6,23,138,240.0,1.0,6,122.544,3.19125,23.8340577377,20.7,3.1340577377,0.1338945317293654,5.1415500184076315,108.10000000000001,687.0,139.0,1156478.87
GRP49B5140,518.0,20,140,240.0,1.0,7,124.32,3.2375,24.347055689,21.0,3.3470556889999994,0.13297295744317464,5.106161565817906,94.0,801.5,139.0,1235075.9
GRP49B5140,503.20000000000005,17,136,240.0,1.0,8,120.76800000000001,3.1450000000000005,23.879619485299997,20.4,3.4796194852999998,0.13170226610754934,5.057367018529894,79.9,916.0,139.0,1283992.43
GRP49B5140,499.5,27,135,240.0,1.0,5,119.88,3.121875,23.1617261128,20.25,2.9117261128,0.134785938871574,5.175780052668441,126.9,572.5,139.0,1074437.68
GRP49B5140,488.40000000000003,22,132,240.0,1.0,6,117.21600000000001,3.0525,22.849551563800002,19.8,3.0495515638,0.13359124320128904,5.129903738929499,103.4,687.0,139.0,1125295.78
GRP49B5140,492.09999999999997,19,133,240.0,1.0,7,118.10399999999998,3.075625,23.1991438226,19.95,3.2491438226000002,0.13257493567516085,5.090877529926176,89.3,801.5,139.0,1198946.06
GRP49B5140,473.6,16,128,240.0,1.0,8,113.664,2.96,22.5683019264,19.2,3.3683019263999996,0.1311574087254409,5.036444495056931,75.2,916.0,139.0,1242915.8399999999
GRP49B5140,621.6,28,168,240.0,1.0,6,149.184,3.885,28.756588607199998,25.2,3.5565886071999993,0.1350994741784943,5.187819808454182,131.6,687.0,139.0,1312394.3199999998
GRP49B5140,621.6000000000001,24,168,240.0,1.0,7,149.18400000000003,3.885000000000001,28.9387031546,25.2,3.7387031546,0.13424927783546703,5.155172268881933,112.80000000000001,801.5,139.0,1379595.26
GRP49B5140,621.6,21,168,240.0,1.0,8,149.184,3.885,29.1248897209,25.2,3.9248897209,0.13339106301275114,5.122216819689644,98.7,916.0,139.0,1448298.79
GRP49B5140,592.0,32,160,240.0,1.0,5,142.08,3.7,27.2672285198,24.0,3.2672285197999997,0.13569402542371545,5.210650576270673,150.4,572.5,139.0,1205619.38
GRP49B5140,599.4000000000001,27,162,240.0,1.0,6,143.85600000000002,3.7462500000000003,27.7720824333,24.3,3.4720824332999998,0.1348926573654439,5.179878042833046,126.9,687.0,139.0,1281211.23
GRP49B5140,595.7,23,161,240.0,1.0,7,142.968,3.7231250000000005,27.790791288199998,24.15,3.6407912881999995,0.13396973700352474,5.144437900935349,108.10000000000001,801.5,139.0,1343465.42
GRP49B5140,592.0,20,160,240.0,1.0,8,142.08,3.7,27.813572162,24.0,3.813572162,0.13302857966065526,5.108297458969162,94.0,916.0,139.0,1407222.2
GRP78C0130,414.40000000000003,16,112,260.0,2.0,7,107.74400000000001,8.288,59.597670531,52.64,6.957670530999999,0.13906583807984507,1.8078558950379862,120.0,1673.0,129.5,2567406.0999999996
GRP78C0130,414.40000000000003,14,112,260.0,2.0,8,107.74400000000001,8.288,59.9713918615,52.64,7.331391861499999,0.1381992270437977,1.7965899515693702,105.0,1912.0,129.5,2705310.65
GRP78C0130,388.5,15,105,260.0,2.0,7,101.01,7.77,56.041616281,49.35,6.691616280999999,0.13864696480273164,1.8024105424355115,112.5,1673.0,129.5,2469231.0999999996
GRP78C0130,384.8,13,104,260.0,2.0,8,100.048,7.696,55.90819469025,48.88,7.028194690249999,0.13765423910820945,1.789505108406723,97.5,1912.0,129.5,2593429.775
GRP78C0130,414.40000000000003,28,112,130.0,1.0,4,53.87200000000001,4.144,29.680180761,26.32,3.360180761,0.13962179116662424,1.8150832851661152,210.0,478.0,129.5,1239919.1
GRP78C0130,407.0,22,110,130.0,1.0,5,52.91,4.07,29.3235756975,25.85,3.4735756975,0.13879617008463913,1.8043502111003082,165.0,597.5,129.5,1281762.25
GRP78C0130,421.79999999999995,19,114,130.0,1.0,6,54.833999999999996,4.218,30.52472220525,26.79,3.7347222052499998,0.138183075725896,1.796379984436648,142.5,717.0,129.5,1378126.275
GRP78C0130,414.40000000000003,16,112,130.0,1.0,7,53.87200000000001,4.144,30.1862785455,26.32,3.8662785454999993,0.13728091701511727,1.7846519211965246,120.0,836.5,129.5,1426671.0499999998
GRP78C0130,414.40000000000003,14,112,130.0,1.0,8,53.87200000000001,4.144,30.3670854095,26.32,4.047085409499999,0.13646354084095264,1.7740260309323845,105.0,956.0,129.5,1493389.45
GRP78C0130,399.6,27,108,130.0,1.0,4,51.948,3.996,28.647733514749998,25.38,3.26773351475,0.13948747456557287,1.8133371693524474,202.5,478.0,129.5,1205805.725
GRP78C0130,388.5,21,105,130.0,1.0,5,50.505,3.885,28.03453009,24.675,3.35953009,0.13857910182649327,1.8015283237444129,157.5,597.5,129.5,1239679.0
GRP78C0130,399.6,18,108,130.0,1.0,6,51.948,3.996,28.979078236499998,25.38,3.5990782364999996,0.1378925846912177,1.7926036009858304,135.0,717.0,129.5,1328073.15
GRP78C0130,388.5,15,105,130.0,1.0,7,50.505,3.885,28.3840362155,24.675,3.7090362154999994,0.13687271149543112,1.7793452494406046,112.5,836.5,129.5,1368648.0499999998
GRP78C0130,384.8,13,104,130.0,1.0,8,50.024,3.848,28.308244718250002,24.44,3.8682447182499997,0.1359321299606838,1.7671176894888894,97.5,956.0,129.5,1427396.575
GRP78C0130,503.20000000000005,17,136,260.0,2.0,8,130.83200000000002,10.064,72.16098337525,63.92,8.24098337525,0.13946594862303086,1.8130573320994015,127.5,1912.0,129.5,3040953.275
GRP78C0130,473.6,16,128,260.0,2.0,8,123.136,9.472,68.097786204,60.16,7.937786203999999,0.13909409582897164,1.8082232457766314,120.0,1912.0,129.5,2929072.4
GRP78C0130,518.0,28,140,130.0,1.0,5,67.34,5.18,37.0578493425,32.9,4.1578493425,0.1397814522943534,1.8171588798265945,210.0,597.5,129.5,1534261.75
GRP78C0130,510.6,23,138,130.0,1.0,6,66.378,5.106,36.70729808025,32.43,4.27729808025,0.13910040419856542,1.8083052545813507,172.5,717.0,129.5,1578338.775
GRP78C0130,518.0,20,140,130.0,1.0,7,67.34,5.18,37.3952478655,32.9,4.4952478655,0.13852027451806115,1.8007635687347952,150.0,836.5,129.5,1658763.0499999998
GRP78C0130,503.20000000000005,17,136,130.0,1.0,8,65.41600000000001,5.032,36.54360748325,31.96,4.58360748325,0.13769850177781298,1.790080523111569,127.5,956.0,129.5,1691368.075
GRP78C0130,499.5,27,135,130.0,1.0,5,64.935,4.995,35.768803735,31.725,4.043803735,0.13964682847674778,1.815408770197721,202.5,597.5,129.5,1492178.5
GRP78C0130,488.40000000000003,22,132,130.0,1.0,6,63.492000000000004,4.884,35.1616541115,31.02,4.141654111499999,0.1389013151802388,1.8057170973431043,165.0,717.0,129.5,1528285.65
GRP78C0130,492.09999999999997,19,133,130.0,1.0,7,63.97299999999999,4.921,35.5930055355,31.255,4.338005535499999,0.1382575010444639,1.7973475135780304,142.5,836.5,129.5,1600740.0499999998
GRP78C0130,473.6,16,128,130.0,1.0,8,61.568,4.736,34.484766791999995,30.08,4.404766791999999,0.13733600196764817,1.7853680255794262,120.0,956.0,129.5,1625375.2
GRP78C0130,621.6,28,168,130.0,1.0,6,80.808,6.216,44.435517923999996,39.48,4.955517924,0.1398880960638626,1.818545248830214,210.0,717.0,129.5,1828604.4
GRP78C0130,621.6000000000001,24,168,130.0,1.0,7,80.80800000000002,6.216000000000001,44.6042171855,39.48,5.124217185499999,0.13935902011571918,1.8116672615043494,180.0,836.5,129.5,1890855.0499999998
GRP78C0130,621.6,21,168,130.0,1.0,8,80.808,6.216,44.77897024825,39.48,5.29897024825,0.13881516179445702,1.8045971033279413,157.5,956.0,129.5,1955339.575
GRP78C0130,592.0,32,160,130.0,1.0,5,76.96,5.92,42.2140317725,37.6,4.6140317725,0.14023773023870553,1.823090493103172,240.0,597.5,129.5,1702594.75
GRP78C0130,599.4000000000001,27,162,130.0,1.0,6,77.92200000000001,5.994000000000001,42.889873955249996,38.07,4.819873955249999,0.13975326684927916,1.816792469040629,202.5,717.0,129.5,1778551.275
GRP78C0130,595.7,23,161,130.0,1.0,7,77.441,5.957,42.8019748555,37.835,4.966974855499999,0.139175821211776,1.8092856757530882,172.5,836.5,129.5,1832832.0499999998
GRP78C0130,592.0,20,160,130.0,1.0,8,76.96,5.92,42.720129557,37.6,5.120129556999999,0.13857635876551233,1.8014926639516604,150.0,956.0,129.5,1889346.7
GRPB090155,414.40000000000003,14,112,299.0,2.0,8,123.9056,9.5312,69.3637388388,61.6,7.763738838799999,0.13740897130920704,1.7863166270196917,149.79999999999998,1432.0,154.0,2864848.28
GRPB090155,384.8,13,104,299.0,2.0,8,115.0552,8.8504,64.6055504966,57.2,7.405550496599999,0.13699132554355017,1.7808872320661522,139.1,1432.0,154.0,2732675.46
GRPB090155,414.40000000000003,28,112,149.5,1.0,4,61.9528,4.7656,34.7854406872,30.8,3.985440687199999,0.13699984550586988,1.7809979915763083,299.59999999999997,358.0,154.0,1470642.3199999998
GRPB090155,407.0,22,110,149.5,1.0,5,60.8465,4.6805,34.2918747028,30.25,4.0418747028,0.13649005895900546,1.774370766467071,235.39999999999998,447.5,154.0,1491466.6800000002
GRPB090155,421.79999999999995,19,114,149.5,1.0,6,63.059099999999994,4.850699999999999,35.6404022446,31.35,4.290402244599999,0.13610115752088475,1.769315047771502,203.29999999999998,537.0,154.0,1583174.2599999998
GRPB090155,414.40000000000003,16,112,149.5,1.0,7,61.9528,4.7656,35.1776484724,30.8,4.3776484724,0.13547238678387039,1.761141028190315,171.2,626.5,154.0,1615368.44
GRPB090155,414.40000000000003,14,112,149.5,1.0,8,61.9528,4.7656,35.3289258756,30.8,4.5289258756,0.13489229807836792,1.753599875018783,149.79999999999998,716.0,154.0,1671190.3599999999
GRPB090155,399.6,27,108,149.5,1.0,4,59.7402,4.5954,33.5676490738,29.7,3.867649073799999,0.13689966759056627,1.7796956786773617,288.9,358.0,154.0,1427176.7799999998
GRPB090155,388.5,21,105,149.5,1.0,5,58.08075,4.46775,32.7722028704,28.875,3.8972028703999992,0.13632742411817825,1.7722565135363175,224.7,447.5,154.0,1438082.2399999998
GRPB090155,399.6,18,108,149.5,1.0,6,59.7402,4.5954,33.8188501932,29.7,4.118850193199999,0.13588279831358674,1.766476378076628,192.6,537.0,154.0,1519870.92
GRPB090155,388.5,15,105,149.5,1.0,7,58.08075,4.46775,33.054216202,28.875,4.179216202,0.135164300151509,1.757135901969617,160.5,626.5,154.0,1542146.2
GRPB090155,384.8,13,104,149.5,1.0,8,57.5276,4.4252,32.9036133862,28.6,4.3036133861999994,0.1344897883420901,1.748367248447171,139.1,716.0,154.0,1588049.2199999997
GRPB090155,518.0,28,140,149.5,1.0,5,77.441,5.957,43.4099056972,38.5,4.909905697199999,0.1372267436274167,1.783947667156417,299.59999999999997,447.5,154.0,1811773.3199999998
GRPB090155,510.6,23,138,149.5,1.0,6,76.3347,5.8719,42.9266104502,37.95,4.9766104502,0.13678927682426978,1.7782605987155071,246.1,537.0,154.0,1836387.62
GRPB090155,518.0,20,140,149.5,1.0,7,77.441,5.957,43.671377554,38.5,5.171377553999999,0.13640513154489167,1.7732667100835917,214.0,626.5,154.0,1908257.4
GRPB090155,503.20000000000005,17,136,149.5,1.0,8,75.22840000000001,5.786800000000001,42.6048633438,37.4,5.2048633438,0.13582486941228777,1.765723302359741,181.89999999999998,716.0,154.0,1920613.7799999998
GRPB090155,499.5,27,135,149.5,1.0,5,74.67525,5.74425,41.8902338648,37.125,4.7652338648,0.13712623373121924,1.78264103850585,288.9,447.5,154.0,1758388.8800000001
GRPB090155,488.40000000000003,22,132,149.5,1.0,6,73.0158,5.6166,41.1050583988,36.3,4.8050583988,0.13664011726994574,1.7763215245092947,235.39999999999998,537.0,154.0,1773084.28
GRPB090155,492.09999999999997,19,133,149.5,1.0,7,73.56895,5.65915,41.5479452836,36.575,4.972945283599999,0.1362076983920985,1.7707000790972804,203.29999999999998,626.5,154.0,1835035.1599999997
GRPB090155,473.6,16,128,149.5,1.0,8,70.8032,5.4464,40.1795508544,35.2,4.9795508543999984,0.13555154012886567,1.7621700216752536,171.2,716.0,154.0,1837472.6399999997
GRPB090155,621.6,28,168,149.5,1.0,6,92.9292,7.1484,52.034370707200004,46.2,5.8343707072,0.13737842704439346,1.785919551577115,299.59999999999997,537.0,154.0,2152904.32
GRPB090155,621.6000000000001,24,168,149.5,1.0,7,92.92920000000002,7.148400000000001,52.1651066356,46.2,5.965106635599998,0.1370341299201253,1.7814436889616292,256.79999999999995,626.5,154.0,2201146.3599999994
GRPB090155,621.6,21,168,149.5,1.0,8,92.9292,7.1484,52.3061133014,46.2,6.1061133014,0.13666471371729064,1.7766412783247783,224.7,716.0,154.0,2253178.34
GRPB090155,599.4000000000001,27,162,149.5,1.0,6,89.61030000000002,6.893100000000001,50.2128186558,44.55,5.6628186558,0.13727769490995884,1.7846100338294648,288.9,537.0,154.0,2089600.98
GRPB090155,595.7,23,161,149.5,1.0,7,89.05715000000001,6.850550000000001,50.041674365199995,44.275,5.7666743652,0.13689689817341552,1.7796596762544015,246.1,626.5,154.0,2127924.12
GRPB090155,592.0,20,160,149.5,1.0,8,88.504,6.808,49.880800812000004,44.0,5.880800812,0.136485378926839,1.7743099260489072,214.0,716.0,154.0,2170037.2
GRP91C0130,414.40000000000003,14,112,312.0,2.0,8,129.29280000000003,9.9456,69.1738181008,61.152,8.021818100800001,0.14377694152298032,1.8691002397987446,123.20000000000002,1904.0,129.0,2960080.4800000004
GRP91C0130,384.8,13,104,312.0,2.0,8,120.05760000000001,9.2352,64.4515345976,56.784,7.6675345976,0.14328906297824434,1.8627578187171765,114.4,1904.0,129.0,2829348.56
GRP91C0130,414.40000000000003,28,112,156.0,1.0,4,64.64640000000001,4.9728,34.3662758096,30.576,3.7902758096000007,0.14469999680939769,1.8810999585221702,246.40000000000003,476.0,129.0,1398625.7600000002
GRP91C0130,407.0,22,110,156.0,1.0,5,63.492,4.884,33.9187104892,30.03,3.8887104891999997,0.14399132306504123,1.8718871998455358,193.60000000000002,595.0,129.0,1434948.52
GRP91C0130,421.79999999999995,19,114,156.0,1.0,6,65.8008,5.061599999999999,35.281802304,31.122,4.159802304,0.14346205889335054,1.8650067656135572,167.20000000000002,714.0,129.0,1534982.4000000001
GRP91C0130,414.40000000000003,16,112,156.0,1.0,7,64.64640000000001,4.9728,34.8554640884,30.576,4.2794640884,0.14266916622851575,1.8546991609707049,140.8,833.0,129.0,1579138.04
GRP91C0130,414.40000000000003,14,112,156.0,1.0,8,64.64640000000001,4.9728,35.032678251200004,30.576,4.4566782512000005,0.1419474687131482,1.845317093270927,123.20000000000002,952.0,129.0,1644530.7200000002
GRP91C0130,399.6,27,108,156.0,1.0,4,62.33760000000001,4.7952,33.1662467544,29.484,3.6822467544000004,0.1445807249614051,1.8795494244982662,237.60000000000002,476.0,129.0,1358762.6400000001
GRP91C0130,388.5,21,105,156.0,1.0,5,60.606,4.662,32.4204430956,28.665,3.7554430955999996,0.14379815804037274,1.8693760545248457,184.8,595.0,129.0,1385772.3599999999
GRP91C0130,399.6,18,108,156.0,1.0,6,62.33760000000001,4.7952,33.485296572,29.484,4.001296572,0.1432031515590544,1.861640970267707,158.4,714.0,129.0,1476493.2000000002
GRP91C0130,388.5,15,105,156.0,1.0,7,60.606,4.662,32.760720018,28.665,4.095720018,0.1423045646566534,1.849959340536494,132.0,833.0,129.0,1511335.7999999998
GRP91C0130,384.8,13,104,156.0,1.0,8,60.028800000000004,4.6176,32.6396958424,28.392,4.2476958424,0.1414719065488837,1.8391347851354878,114.4,952.0,129.0,1567415.44
GRP91C0130,518.0,28,140,156.0,1.0,5,80.808,6.216,42.9083148508,38.22,4.6883148508,0.14486702685980937,1.883271349177522,246.40000000000003,595.0,129.0,1730005.4800000002
GRP91C0130,510.6,23,138,156.0,1.0,6,79.65360000000001,6.1272,42.467825232,37.674,4.7938252320000005,0.14427863839335675,1.875622299113638,202.4,714.0,129.0,1768939.2000000002
GRP91C0130,518.0,20,140,156.0,1.0,7,80.808,6.216,43.23444037,38.22,5.01444037,0.14377426761636142,1.8690654790126986,176.0,833.0,129.0,1850347.0
GRP91C0130,503.20000000000005,17,136,156.0,1.0,8,78.49920000000002,6.038400000000001,42.2116254776,37.128,5.0836254776,0.14305063905213353,1.8596583076777358,149.60000000000002,952.0,129.0,1875876.56
GRP91C0130,499.5,27,135,156.0,1.0,5,77.922,5.994,41.410047457199994,36.855,4.5550474572,0.1447474796109614,1.8817172349424982,237.60000000000002,595.0,129.0,1680829.3199999998
GRP91C0130,488.40000000000003,22,132,156.0,1.0,6,76.19040000000001,5.8608,40.6713195,36.036,4.6353195,0.14410154556210059,1.8733200923073077,193.60000000000002,714.0,129.0,1710450.0
GRP91C0130,492.09999999999997,19,133,156.0,1.0,7,76.76759999999999,5.9052,41.1396962996,36.309,4.8306962996000005,0.1435401942930098,1.8660225258091272,167.20000000000002,833.0,129.0,1782544.7600000002
GRP91C0130,473.6,16,128,156.0,1.0,8,73.8816,5.6832,39.8186430688,34.944,4.8746430688,0.1427271137838719,1.8554524791903348,140.8,952.0,129.0,1798761.2800000003
GRP91C0130,621.6,28,168,156.0,1.0,6,96.9696,7.4592,51.450353891999995,45.864,5.586353892,0.14497859462070348,1.884721730069145,246.40000000000003,714.0,129.0,2061385.2000000002
GRP91C0130,621.6000000000001,24,168,156.0,1.0,7,96.96960000000001,7.459200000000002,51.6134166516,45.864,5.7494166516,0.144520562363677,1.8787673107278007,211.20000000000002,833.0,129.0,2121555.96
GRP91C0130,621.6,21,168,156.0,1.0,8,96.9696,7.4592,51.783555112799995,45.864,5.9195551128,0.14404573003440266,1.8725944904472347,184.8,952.0,129.0,2184337.68
GRP91C0130,599.4000000000001,27,162,156.0,1.0,6,93.50640000000001,7.192800000000001,49.653848159999995,44.226,5.42784816,0.14485886324102382,1.8831652221333095,237.60000000000002,714.0,129.0,2002896.0
GRP91C0130,595.7,23,161,156.0,1.0,7,92.92920000000001,7.1484000000000005,49.5186725812,43.953,5.5656725812,0.14435766605573197,1.8766496587245156,202.4,833.0,129.0,2053753.7200000002
GRP91C0130,592.0,20,160,156.0,1.0,8,92.352,7.104,49.390572704,43.68,5.710572704,0.14383311654583564,1.8698305150958632,176.0,952.0,129.0,2107222.4
GRPA2C0130,384.8,13,104,338.0,2.0,8,130.0624,10.0048,70.68949492265,62.4,8.289494922649999,0.14153163791801698,1.8399112929342207,128.70000000000002,1912.0,129.5,3058854.215
GRPA2C0130,407.0,22,110,169.0,1.0,5,68.783,5.291,37.2764567743,33.0,4.2764567743,0.1419394561032379,1.8452129293420927,217.8,597.5,129.5,1578028.33
GRPA2C0130,421.79999999999995,19,114,169.0,1.0,6,71.2842,5.483399999999999,38.75943753525,34.2,4.55943753525,0.14147264121191355,1.8391443357548767,188.1,717.0,129.5,1682449.275
GRPA2C0130,414.40000000000003,16,112,169.0,1.0,7,70.0336,5.3872,38.271359275100004,33.6,4.6713592751,0.14076322613147957,1.8299219397092346,158.4,836.5,129.5,1723748.81
GRPA2C0130,414.40000000000003,14,112,169.0,1.0,8,70.0336,5.3872,38.448291706300004,33.6,4.8482917063,0.14011545795459288,1.8215009534097075,138.6,956.0,129.5,1789037.5300000003
GRPA2C0130,388.5,21,105,169.0,1.0,5,65.6565,5.0505,35.6259165724,31.5,4.1259165723999995,0.14176477367919027,1.8429420578294733,207.9,597.5,129.5,1522478.44
GRPA2C0130,399.6,18,108,169.0,1.0,6,67.53240000000001,5.1948,36.7803874965,32.4,4.3803874965,0.14123831622204455,1.8360981108865793,178.20000000000002,717.0,129.5,1616379.1500000001
GRPA2C0130,388.5,15,105,169.0,1.0,7,65.6565,5.0505,35.9637993995,31.5,4.4637993995,0.1404328820739173,1.8256274669609245,148.5,836.5,129.5,1647158.4500000002
GRPA2C0130,384.8,13,104,169.0,1.0,8,65.0312,5.0024,35.81222199385,31.2,4.6122219938499995,0.13968415589680688,1.8158940266584895,128.70000000000002,956.0,129.5,1701926.935
GRPA2C0130,510.6,23,138,169.0,1.0,6,86.29140000000001,6.6378,46.67563769025,41.4,5.27563769025,0.1422112332786952,1.8487460326230376,227.70000000000002,717.0,129.5,1946729.7750000001
GRPA2C0130,518.0,20,140,169.0,1.0,7,87.542,6.734,47.5015987775,42.0,5.5015987775,0.14176364950456535,1.8429274435593497,198.0,836.5,129.5,2030110.25
GRPA2C0130,503.20000000000005,17,136,169.0,1.0,8,85.0408,6.541600000000001,46.35650084365,40.8,5.55650084365,0.14111505141562214,1.8344956684030878,168.3,956.0,129.5,2050369.3150000002
