Store,Link,Brand,Model,Package,Capacity,Discharge Rate,Weight,Length,Thickness,Width,Voltage
18650 battery store,https://www.18650batterystore.com/collections/18650-batteries/products/molicel-p28a,Molicel,p28a,Cylinder,2800,35,46,65.15,18.5,N/A,3.6
18650 battery store,https://www.18650batterystore.com/collections/18650-batteries/products/hohm-tech-life,Hohm Tech,Life v4,Cylinder,3015,22.1,49.6,65.15,18.5,N/A,3.65
18650 battery store,https://www.18650batterystore.com/collections/18650-batteries/products/samsung-25s,Samsung,25S,Cylinder,2500,35,45.8,65.15,18.5,N/A,3.6
18650 battery store,https://www.18650batterystore.com/collections/18650-batteries/products/hohm-tech-mega-18650,Hohm Tech,Mega 22A,Cylinder,2505,29.5,49.6,65.15,18.5,N/A,3.65
LiIon Wholesale,https://liionwholesale.com/collections/batteries/products/vapcell-k30-18650-15a-30a-flat-top-3000mah-battery-genuine?variant=31330442215493,VapCell,K30,Cylinder,2900,30,49,65.15,18.5,N/A,3.6
LiIon Wholesale,https://liionwholesale.com/collections/batteries/products/vapcell-18650-20a-flat-top-3000mah-battery-genuine?variant=6348046336032,VapCell,V30,Cylinder,2900,20,48,65.15,18.5,N/A,3.6
LiIon Wholesale,https://liionwholesale.com/collections/batteries/products/vapcell-k25-18650-20a-35a-flat-top-2500mah-battery-genuine?variant=31330442149957,VapCell,K25,Cylinder,2400,20,46,65.15,18.5,N/A,3.6
LiIon Wholesale,https://liionwholesale.com/collections/batteries/products/vapcell-q30-18650-20a-35a-flat-top-3000mah-battery-genuine?variant=40592456777797,VapCell,30Q,Cylinder,2900,20,48,65.15,18.5,N/A,3.6
Battery Junction,https://batteryjunction.com/batteries/shop-by-size/18650/samsung-inr18650-20s,Samsung,20S,Cylinder,2000,30,45.7,65.15,18.5,N/A,3.6
IMR Batteries,https://www.imrbatteries.com/samsung-25r-18650/,Samsung,25R,Cylinder,2500,20,45,65.15,18.5,N/A,3.6
IMR Batteries,https://www.imrbatteries.com/sony-murata-vtc4-18650-2100mah-30a-battery/,Sony,Murata VTC4,Cylinder,2100,30,45.3,65.15,18.5,N/A,3.6
IMR Batteries,https://www.imrbatteries.com/sony-murata-vtc5-18650-2600mah-20a-battery/,Sony,Murata VTC5,Cylinder,2600,20,44.1,65.15,18.5,N/A,3.6
IMR Batteries,https://www.imrbatteries.com/sony-murata-vtc5c-18650-2800mah-25a-battery/,Sony,Murata VTC5C,Cylinder,2800,35,46.52,65.15,18.5,N/A,3.6
18650 battery store,https://www.18650batterystore.com/collections/18650-batteries/products/sony-vtc5d,Sony,Murata VTC5D,Cylinder,2800,35,46.37,65.15,18.5,N/A,3.6
IMR Batteries,https://www.imrbatteries.com/sony-murata-vtc6-18650-3000mah-15a-battery/,Sony,Murata VTC6,Cylinder,3000,30,46.6,65.15,18.5,N/A,3.6
Amprius,file:///C:/Users/RaczT/Downloads/Amprius%20Product%20Catalog%202025.pdf,Amprius,SA02,Pouch,11250,33,111.2,139.3,6.74,52.1,3.5
Amprius,file:///C:/Users/RaczT/Downloads/Amprius%20Product%20Catalog%202025.pdf,Amprius,SA08,Pouch,11050,54,106.5,144,6.25,52,3.4
Amprius,file:///C:/Users/RaczT/Downloads/Amprius%20Product%20Catalog%202025.pdf,Amprius,SA30,Pouch,26000,103.2,266,144,7.76,106,3.4
Amprius,file:///C:/Users/RaczT/Downloads/Amprius%20Product%20Catalog%202025.pdf,Amprius,SA88,Pouch,10000,100,92,135.2,5.6,53.1,3.4
A123,https://www.buya123products.com/goodsdetail.php?i=6,A123,Lithium Werks ANR26650M1B,Cylinder,2600,50,76,65.15,25.96,N/A,3.3
A123,https://www.buya123products.com/goodsdetail.php?i=2,A123,Lithium Werks APR18650M1B,Cylinder,1200,30,39.5,64.95,18.3,N/A,3.3
GREPow,https://www.grepow.com/high-discharge-rate-battery/50c-rate-discharge-battery.html,GREPow,GRP51B5140,Pouch,6100,305,153,135,4.8,114,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7018055,Pouch,520,20.8,12.8,55,6.7,18,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP5338064,Pouch,1050,42,25,65,5,38,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP5738064,Pouch,1200,48,28.5,65,5.7,38,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7634066,Pouch,1350,54,31.6,65.5,7.3,33,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7526089,Pouch,1400,48,33.5,89.5,7.2,25,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7438064,Pouch,1550,62,35.5,65,7,38,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8338064,Pouch,1650,66,39.5,64.5,8,37.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP6634096,Pouch,1800,72,42.5,96.5,6.3,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7734096,Pouch,2200,80,51.5,96.5,7.5,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP4467100,Pouch,2300,92,55,99.5,4.2,66.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8242085,Pouch,2400,96,59,86.5,7.9,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8534113,Pouch,2500,100,58,110.5,8,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8534106,Pouch,2650,80,62.5,106,8.3,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP6842126,Pouch,3000,120,70,126.5,6.5,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7242126,Pouch,3200,120,75,126.5,6.8,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7442126,Pouch,3300,120,80,126.5,7.1,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP6567104,Pouch,3400,120,80,103,6.2,66,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7243128,Pouch,3500,96,82.5,127.5,7.1,42.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8142126,Pouch,3700,120,85,126.5,7.7,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8242126,Pouch,4000,120,92,127,8,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8842126,Pouch,4300,120,99.5,127,8.6,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7349135,Pouch,4400,120,102,135.5,7.2,48.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7649135,Pouch,4500,120,99.5,135.5,7.2,48.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7745150,Pouch,5000,120,113.5,149.5,7.4,44.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP8049135,Pouch,5100,120,114.5,135.5,7.7,48.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP9249135,Pouch,5600,120,128,135.5,9,48.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP7470140,Pouch,6000,200,140,139,7.1,69.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP48B5140,Pouch,6100,240,146,139,4.6,114.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP49B5140,Pouch,6250,240,150,139,4.7,114.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP78C0130,Pouch,10000,130,235,129.5,7.5,119.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRPB090155,Pouch,11500,149.5,275,154,10.7,89.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRP91C0130,Pouch,12000,156,273,129,8.8,119,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/40c-rate-discharge-battery.html,GREPow,GRPA2C0130,Pouch,13000,169,300,129.5,9.9,119.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7330048,Pouch,800,28,21,49.5,7,29.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP5435062,Pouch,1000,35,22.5,62.5,5.2,34.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6729078,Pouch,1200,42,27.5,76.5,6.5,28,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP4542080,Pouch,1250,43.75,29,80.5,4.3,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6735062,Pouch,1300,45.5,28.5,62.5,6.5,34.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP4534106,Pouch,1450,50.75,33,105.5,4.3,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7026089,Pouch,1500,48,32,88.5,6.6,25.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP8635062,Pouch,1550,54.25,35,63,8.1,34.3,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6934082,Pouch,1700,59.5,38,83,6.7,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP3967086,Pouch,1800,63,41,85.5,3.7,66,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7834096,Pouch,2200,77,49.5,96.5,7.5,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7234096,Pouch,2300,80,49.5,96.5,7,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP5838115,Pouch,2400,84,53,115.5,5.5,38,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6260078,Pouch,2500,87.5,56,78.5,6,59.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7839090,Pouch,2600,91,56,90,7.5,38.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP8534106,Pouch,2650,80,59.5,106,8.2,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP5342126,Pouch,2800,96,60.5,126.5,5.2,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6436128,Pouch,3000,80,64,127.5,6.2,35.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP5744120,Pouch,3100,108.5,66,119.5,5.5,43.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6342126,Pouch,3200,96,70.5,126.5,6.3,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6842126,Pouch,3400,96,74,126.5,6.6,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7243128,Pouch,3500,96,77.5,127.5,6.9,42.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7042126,Pouch,3700,96,77.5,127.5,6.7,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP8242126,Pouch,4000,120,89.5,127.5,8,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP6145150,Pouch,4100,120,88,149.5,5.9,44.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP8142126,Pouch,4300,120,93,127,7.7,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7245150,Pouch,4600,120,100.5,149.5,6.9,44.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP9542126,Pouch,4700,120,109,127,9.2,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP9142124,Pouch,5000,120,104,125,8.8,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP9742124,Pouch,5200,120,109.5,125,9.4,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRPA042124,Pouch,5500,120,114.5,125,9.8,42.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP7745150,Pouch,5600,120,116,150,7.4,44.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP8345150,Pouch,5700,120,122,149.5,8.1,44.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRP9846143,Pouch,6800,120,142.5,144,9.6,45.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRPA064159,Pouch,10000,120,212,158,9.5,64,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/35c-rate-discharge-battery.html,GREPow,GRPB4A6232,Pouch,30000,270,602,232,11.1,105.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP6723042,Pouch,500,15,11.5,42.5,6.3,23,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP8924048,Pouch,850,25.5,19,49,6.3,24,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP5330085,Pouch,1250,37.5,27,85.5,5.2,29.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP6535062,Pouch,1300,39,27,62.5,6.2,34.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP4634106,Pouch,1450,43.5,32.5,105.5,4.4,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP7535062,Pouch,1500,45,31.5,63,7.2,34.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP6830085,Pouch,1600,48,34,85.5,6.6,29.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP5734096,Pouch,1800,54,37,96.5,5.5,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP9134074,Pouch,2200,66,45.5,73.5,8.8,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP5738115,Pouch,2400,72,52,115.5,5.6,38,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP7934096,Pouch,2600,78,53,97,7.6,33.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP5542126,Pouch,2800,80,59,126.5,5.3,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP5642126,Pouch,3000,90,63.5,126.5,5.5,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP6342126,Pouch,3400,96,70.5,126.5,6.1,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP6742126,Pouch,3700,96,77.5,126.5,6.5,41.5,3.7
GREPow,https://www.grepow.com/high-discharge-rate-battery/30c-rate-discharge-battery.html,GREPow,GRP7242126,Pouch,4000,96,80.5,127.5,6.9,41.5,3.7
